,Open,High,Low,Close,LGR
2008-10-10,64.06421022039989,69.36597413934325,61.71607510011911,65.34903717041016,-0.02455
2008-10-13,69.3142591060995,74.83753967285156,66.41969971914524,74.83753967285156,0.13558
2008-10-14,77.31121536356248,77.92409456301978,71.70670859574099,73.72994232177734,-0.01491
2008-10-15,71.96516394625579,72.21622531992608,66.24250823290949,66.4714126586914,-0.10364
2008-10-16,67.40916396485167,69.97881672246014,63.90173132576858,69.24040985107422,0.04081
2008-10-17,67.9260470059817,72.79953126517773,67.67499137204614,68.826904296875,-0.00599
2008-10-20,70.40711029765221,73.17613670395944,69.47671584772536,72.96199798583984,0.05834
2008-10-21,71.60333901535071,72.83647754830638,70.311126560989,70.78370666503906,-0.03031
2008-10-22,68.81952687554552,70.78369210631529,64.63276073660752,66.92920684814453,-0.05599
2008-10-23,66.67078058585379,68.26573706058211,63.36271415761829,67.70455169677734,0.01152
2008-10-24,62.07047272472228,66.39753694808421,62.02617012024447,64.27092742919922,-0.05205
2008-10-27,63.48085855077339,66.0948203304329,61.804671298434,61.98927307128906,-0.03615
2008-10-28,64.49246277420605,69.58747205069095,62.41754096814001,69.23303985595703,0.11052
2008-10-29,69.24040815279633,71.75099258065013,68.00727005989073,68.73091125488281,-0.00728
2008-10-30,70.72466753370419,71.28585879591814,68.59805601938044,71.108642578125,0.03401
2008-10-31,70.20776439282884,72.78480418071594,69.76472115875318,71.4999771118164,0.00549
2008-11-03,71.4630123205513,72.13496524199503,70.8501332977482,71.7066879272461,0.00289
2008-11-04,73.14659394192942,74.47572876492681,71.41133865839265,74.14344787597656,0.03342
2008-11-05,73.2499596432131,74.36495560029722,70.14865302602766,71.02735900878906,-0.04294
2008-11-06,69.74992358253735,70.47356491134596,66.50093170060168,67.09165954589844,-0.05701
2008-11-07,67.67501334383033,69.41026894062614,66.82584403326241,69.30689239501953,0.03248
2008-11-10,70.30375073188084,70.540040816909,67.13598308242226,68.3986587524414,-0.01319
2008-11-11,67.01780815826807,68.03680759647526,65.45976923374141,66.28678131103516,-0.03136
2008-11-12,65.14966195771075,65.68131034602271,62.85321538915516,63.37009811401367,-0.045
2008-11-13,63.59898513775167,67.73406834112046,60.61582054496596,67.320556640625,0.06047
2008-11-14,66.02099523089773,67.97776994553568,63.88699308565058,63.960838317871094,-0.05119
2008-11-17,63.783565172168615,65.39329191402753,62.88271378046773,63.11161804199219,-0.01337
