,Open,High,Low,Close,LGR
2023-03-22,399.739990234375,399.8800048828125,398.3900146484375,398.8900146484375,-0.00213
2023-03-22,398.9024963378906,399.1600036621094,398.04998779296875,398.2674865722656,-0.00156
2023-03-22,398.2850036621094,398.4100036621094,397.3699951171875,398.21600341796875,-0.00013
2023-03-22,398.2300109863281,401.70001220703125,398.1300048828125,399.92999267578125,0.00429
2023-03-22,399.93499755859375,402.489990234375,395.6700134277344,398.95001220703125,-0.00245
2023-03-22,398.8900146484375,399.17999267578125,392.07000732421875,392.1199951171875,-0.01727
2023-03-23,395.0899963378906,397.260009765625,394.9200134277344,396.69000244140625,0.01159
2023-03-23,396.69000244140625,399.2900085449219,396.3900146484375,397.92999267578125,0.00312
2023-03-23,397.9200134277344,398.6499938964844,397.1300048828125,397.6600036621094,-0.00068
2023-03-23,397.6600036621094,398.0249938964844,394.75,395.3299865722656,-0.00588
2023-03-23,395.33990478515625,396.20001220703125,392.79998779296875,392.79998779296875,-0.00642
2023-03-23,392.8299865722656,394.7699890136719,390.3500061035156,391.82000732421875,-0.0025
2023-03-23,391.79998779296875,394.989990234375,391.2200012207031,393.1499938964844,0.00339
2023-03-24,391.5899963378906,392.6300048828125,389.3999938964844,392.4200134277344,-0.00186
2023-03-24,392.4200134277344,392.94000244140625,389.9200134277344,390.7900085449219,-0.00416
2023-03-24,390.7900085449219,394.0,390.3999938964844,392.3500061035156,0.00398
2023-03-24,392.3500061035156,394.1700134277344,392.1600036621094,393.635009765625,0.00327
2023-03-24,393.6199951171875,394.6000061035156,393.0400085449219,394.1700134277344,0.00136
2023-03-24,394.19000244140625,395.7300109863281,394.04998779296875,395.4649963378906,0.00328
2023-03-24,395.4599914550781,395.8399963378906,394.4200134277344,395.75,0.00072
2023-03-27,398.1199951171875,398.9200134277344,397.05999755859375,397.1700134277344,0.00358
2023-03-27,397.1400146484375,397.2799987792969,395.82000732421875,396.6099853515625,-0.00141
2023-03-27,396.6099853515625,396.8699951171875,395.55999755859375,396.80999755859375,0.0005
2023-03-27,396.80999755859375,397.1400146484375,396.0400085449219,397.0299987792969,0.00055
2023-03-27,397.0400085449219,397.6600036621094,396.385009765625,397.3800048828125,0.00088
2023-03-27,397.3999938964844,398.2699890136719,397.2200012207031,397.7099914550781,0.00083
2023-03-27,397.67999267578125,397.8500061035156,395.8399963378906,396.45001220703125,-0.00317
2023-03-28,395.7699890136719,396.489990234375,394.9700012207031,395.8699951171875,-0.00146
2023-03-28,395.8699951171875,395.95001220703125,394.54998779296875,395.75,-0.0003
2023-03-28,395.75,396.2099914550781,395.2200012207031,395.3999938964844,-0.00088
2023-03-28,395.4100036621094,395.67999267578125,394.7799987792969,394.9100036621094,-0.00124
2023-03-28,394.9219970703125,395.0799865722656,393.69000244140625,394.30999755859375,-0.00152
2023-03-28,394.32000732421875,395.2900085449219,394.0,394.65789794921875,0.00088
2023-03-28,394.6499938964844,395.7200012207031,394.3399963378906,395.6400146484375,0.00249
2023-03-29,399.92498779296875,400.2699890136719,399.2699890136719,399.489990234375,0.00968
2023-03-29,399.489990234375,399.6499938964844,398.67999267578125,399.3399963378906,-0.00038
2023-03-29,399.3399963378906,400.09991455078125,399.2650146484375,399.8800048828125,0.00135
2023-03-29,399.8900146484375,400.45001220703125,399.4700012207031,400.375,0.00124
2023-03-29,400.3700866699219,400.3800048828125,399.2300109863281,399.864990234375,-0.00127
2023-03-29,399.864990234375,401.32000732421875,399.7699890136719,401.2101135253906,0.00336
2023-03-29,401.2149963378906,401.6000061035156,400.7699890136719,401.3500061035156,0.00035
2023-03-30,404.0899963378906,404.3500061035156,402.81439208984375,403.82000732421875,0.00614
2023-03-30,403.82000732421875,404.19000244140625,403.2099914550781,403.4814147949219,-0.00084
2023-03-30,403.489990234375,403.5299987792969,402.6600036621094,402.7900085449219,-0.00172
2023-03-30,402.79998779296875,402.8299865722656,402.05999755859375,402.44500732421875,-0.00086
2023-03-30,402.44000244140625,403.17999267578125,401.760009765625,403.1099853515625,0.00165
2023-03-30,403.101806640625,403.6099853515625,402.8500061035156,403.45001220703125,0.00084
2023-03-30,403.44000244140625,403.7799987792969,403.29998779296875,403.69000244140625,0.00059
2023-03-31,404.6600036621094,405.989990234375,404.54998779296875,405.659912109375,0.00487
2023-03-31,405.6600036621094,407.0400085449219,405.5596923828125,406.7049865722656,0.00257
2023-03-31,406.7099914550781,407.69000244140625,406.6499938964844,407.57000732421875,0.00212
